,Symbol,product_name,Marketcap,sector,Industry,asset_class,close_price,risk_score,return_2019,return_2018,return_2017,return_2016,return_2015,return_2014,return_2013,return_2012,return_2011,return_2010
3028,STNE,StoneCo Ltd.,11660501785.44,Technology,EDP Services,Large Cap,41.16,67.99,,,,,,,,,,
3029,SSKN,"Strata Skin Sciences, Inc.",71729165.66,Health Care,Medical/Dental Instruments,Micro Cap,1.93,61.23,-20.0,111.38,-44.09,-60.36,-7.5,-81.25,-64.25,-51.49,10.15,-67.51
3030,SSYS,"Stratasys, Ltd.",1185090942.91,Technology,Computer peripheral equipment,Small Cap,19.58,41.93,12.33,-9.77,20.68,-29.56,-71.75,-38.3,68.06,163.56,-6.83,89.33
3031,STRA,"Strategic Education, Inc.",3576919639.25,Consumer Services,Other Consumer Services,Mid Cap,164.04,30.23,42.05,28.16,12.41,34.12,-19.06,115.49,-38.63,-38.88,-33.74,-27.06
3032,HNDL,Strategy Shares Nasdaq 7HANDL Index ETF,24605762.755,,,Micro Cap,24.6,4.74,,,,,,,,,,
3033,STRT,Strattec Security Corporation,84268520.51,Capital Goods,Auto Parts:O.E.M.,Micro Cap,21.0,35.02,-21.04,-32.75,9.81,-27.78,-31.07,85.9,74.02,32.86,-39.7,87.4
3034,STRS,Stratus Properties Inc.,244935413.64,Consumer Services,Homebuilding,Micro Cap,30.11,35.12,29.19,-19.26,-5.95,60.46,47.9,-19.44,101.29,8.96,-14.18,-17.27
3035,STRM,"Streamline Health Solutions, Inc.",39045955.69,Technology,EDP Services,Micro Cap,1.17,80.44,71.6,-52.07,35.2,-11.35,-67.44,-37.97,22.67,230.81,4.88,-29.61
3036,SBBP,Strongbridge Biopharma plc,148524034.48,Health Care,Major Pharmaceuticals,Micro Cap,2.98,71.22,,,,,,,,,,
3037,SUMR,"Summer Infant, Inc.",5513858.7149,Consumer Durables,Miscellaneous manufacturing industries,Micro Cap,0.29,88.22,-76.19,-30.0,-25.0,-10.31,-31.6,80.11,4.02,-75.28,-7.12,68.82
3038,SMMF,"Summit Financial Group, Inc.",314550825.94,Finance,Major Banks,Small Cap,25.93,23.69,43.47,-24.98,-2.54,136.77,2.62,20.08,104.75,77.29,-32.59,6.58
3039,SSBI,Summit State Bank,77900888.16,,,Micro Cap,12.84,24.04,14.69,-3.26,8.94,13.92,3.68,38.36,64.43,39.42,-20.33,37.09
3040,SMMT,Summit Therapeutics plc,35101716.95,Health Care,Major Pharmaceuticals,Micro Cap,1.53,70.62,,,,,,,,,,
3041,WISA,"Summit Wireless Technologies, Inc.",12312229.545,Technology,Semiconductors,Micro Cap,0.38,93.58,,,,,,,,,,
3042,SNDE,Sundance Energy Inc. ,108016807.12,Energy,Oil & Gas Production,Micro Cap,10.205,86.75,,,,,,,,,,
3043,SNDL,Sundial Growers Inc.,367762832.56,Consumer Durables,Specialty Chemicals,Small Cap,2.52,,,,,,,,,,,
3044,SNSS,"Sunesis Pharmaceuticals, Inc.",62038636.0,Health Care,Major Pharmaceuticals,Micro Cap,0.49,117.51,-19.05,-88.62,1.93,-32.96,-64.71,-46.2,12.86,258.97,-62.5,-51.4
3045,STKL,"SunOpta, Inc.",267251580.16,Consumer Services,Farming/Seeds/Milling,Micro Cap,2.74,89.29,-35.4,-50.06,9.93,3.07,-42.28,18.38,77.8,16.8,-38.36,132.74
3046,SPWR,SunPower Corporation,1472589985.23,Technology,Semiconductors,Small Cap,8.39,63.96,56.94,-41.04,27.53,-77.97,16.18,-13.35,430.43,-9.79,-51.44,-45.82
3047,RUN,Sunrun Inc.,2028229860.06,Capital Goods,Industrial Specialties,Mid Cap,16.33,46.16,,,,,,,,,,
3048,SUNW,"Sunworks, Inc.",6020658.06,Public Utilities,Telecommunications Equipment,Micro Cap,0.987,118.06,-31.84,-75.05,-47.5,-45.95,-19.6,510.34,-23.68,-72.86,-9.68,0.0
3049,SLGG,"Super League Gaming, Inc.",29909027.78,Consumer Services,Services-Misc. Amusement & Recreation,Micro Cap,2.78,,,,,,,,,,,
3050,SMCI,"Super Micro Computer, Inc.",1435945034.94,,,Small Cap,28.71,40.24,74.06,-34.07,-25.38,14.44,-29.73,103.26,68.24,-34.95,35.88,3.78
3051,SPCB,"SuperCom, Ltd.",11641192.7712,Technology,Semiconductors,Micro Cap,0.64,54.34,-55.07,-64.71,15.34,-35.06,-48.87,121.0,676.47,55.56,28.57,-65.0
3052,SCON,Superconductor Technologies Inc.,3801717.8592,Technology,Radio And Television Broadcasting And Communications Equipment,Micro Cap,0.22,135.36,-86.05,-88.17,-11.38,-60.95,-92.42,28.84,-40.28,-75.61,-19.08,-37.7
3053,SGC,"Superior Group of Companies, Inc.",213431356.06,Consumer Non-Durables,Apparel,Micro Cap,13.34,36.93,-21.25,-32.68,38.61,17.79,17.73,101.58,37.63,7.25,22.67,25.9
3054,SUPN,"Supernus Pharmaceuticals, Inc.",1282194155.84,Health Care,Major Pharmaceuticals,Small Cap,23.45,55.45,,,,,,,,,,
3055,SPRT,"support.com, Inc.",23992257.24,Technology,EDP Services,Micro Cap,1.2,48.04,-14.28,1.65,-6.2,-14.85,-52.13,-44.33,-9.11,85.33,-65.28,145.45
3056,SURF,"Surface Oncology, Inc.",93964887.72,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Micro Cap,2.9,97.46,,,,,,,,,,
3057,SGRY,"Surgery Partners, Inc.",927195680.92,Health Care,Hospital/Nursing Management,Small Cap,17.84,55.29,,,,,,,,,,
3058,SRDX,"Surmodics, Inc.",560106799.38,Health Care,Medical/Dental Instruments,Small Cap,39.51,45.33,-12.34,68.79,10.24,25.31,-8.28,-9.39,9.08,52.52,23.5,-47.62
3059,STRO,"Sutro Biopharma, Inc.",275927292.5,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Micro Cap,10.33,54.17,,,,,,,,,,
3060,SSSS,Sutter Rock Capital Corp.,128151118.06,,,Micro Cap,6.87,36.55,,,,,,,,,,
3061,SIVB,SVB Financial Group,13325173784.0,Finance,Major Banks,Large Cap,243.38,33.82,32.18,-18.76,36.18,44.37,2.44,10.69,87.35,17.36,-10.1,27.34
3063,SVMK,SVMK Inc.,2652000288.8,Technology,"Computer Software: Programming, Data Processing",Mid Cap,18.05,43.27,,,,,,,,,,
3064,SYKE,"Sykes Enterprises, Incorporated",1526002066.1,Technology,EDP Services,Small Cap,34.25,26.66,49.58,-21.37,8.97,-6.24,31.15,7.61,43.3,-2.81,-22.7,-20.46
3065,SYNC,"Synacor, Inc.",63877144.16,Technology,"Computer Software: Programming, Data Processing",Micro Cap,1.57,33.62,,,,,,,,,,
3066,SYNL,Synalloy Corporation,116085023.9,Basic Industries,Steel/Iron Ore,Micro Cap,12.82,43.42,-22.18,25.71,23.46,59.16,-59.39,16.87,9.09,41.93,-13.18,36.34
3067,SYNA,Synaptics Incorporated,2424981658.77,Technology,Semiconductors,Mid Cap,68.62,49.56,76.75,-6.84,-25.46,-33.31,16.71,32.87,72.87,-0.6,2.62,-4.14
3068,SNCR,"Synchronoss Technologies, Inc.",255965201.28,Technology,EDP Services,Micro Cap,5.61,66.55,-22.64,-31.32,-76.66,8.71,-15.84,34.73,47.32,-30.19,13.1,68.94
3069,SNDX,"Syndax Pharmaceuticals, Inc.",244807165.68,Health Care,Major Pharmaceuticals,Micro Cap,6.86,64.76,,,,,,,,,,
3070,SYNH,"Syneos Health, Inc.",6641937331.11,Health Care,Biotechnology: Commercial Physical & Biological Resarch,Mid Cap,62.69,39.9,,,,,,,,,,
3071,SYBX,"Synlogic, Inc.",96226625.72,Health Care,Major Pharmaceuticals,Micro Cap,2.6,84.85,,,,,,,,,,
3072,SNPS,"Synopsys, Inc.",22860226421.22,Technology,Computer Software: Prepackaged Software,Large Cap,150.38,24.37,65.24,-1.17,44.82,29.05,4.92,7.15,27.42,17.06,1.08,20.78
3073,SES,"Synthesis Energy Systems, Inc.",11098560.0,Basic Industries,Major Chemicals,Micro Cap,6.52,234.0,-9.81,-72.18,-64.5,4.17,1.05,58.33,-43.93,-30.97,32.48,25.81
3074,THOR,"Synthorx, Inc.",2204495618.71,Health Care,Major Pharmaceuticals,Mid Cap,67.99,122.4,,,,,,,,,,
3075,SYPR,"Sypris Solutions, Inc.",21308426.0,Capital Goods,Industrial Machinery/Components,Micro Cap,1.02,64.75,0.0,-43.48,56.82,-19.27,-59.02,-11.01,-20.81,2.64,-7.76,50.71
3076,SYRS,"Syros Pharmaceuticals, Inc.",360962635.635,Health Care,Major Pharmaceuticals,Small Cap,7.26,89.07,,,,,,,,,,
3077,TROW,"T. Rowe Price Group, Inc.",30906164194.84,Finance,Investment Bankers/Brokers/Service,Large Cap,128.54,22.19,35.61,-9.75,43.38,8.47,-12.26,4.71,31.27,18.71,-9.81,23.74
3078,TTOO,"T2 Biosystems, Inc.",54614620.71,Health Care,Medical/Dental Instruments,Micro Cap,1.14,148.07,,,,,,,,,,
3079,TRHC,"Tabula Rasa HealthCare, Inc.",1218611113.44,Miscellaneous,Business Services,Small Cap,53.87,52.47,,,,,,,,,,
3080,TCMD,"Tactile Systems Technology, Inc.",1157310329.0,Health Care,Medical/Dental Instruments,Small Cap,56.72,40.56,,,,,,,,,,
3081,TAIT,Taitron Components Incorporated,16453142.42,Technology,Electronic Components,Micro Cap,2.76,87.35,71.47,9.37,50.66,31.31,-1.01,-5.71,2.94,-10.53,-27.85,10.49
3082,TLC,"Taiwan Liposome Company, Ltd.",20756330.55,Health Care,Major Pharmaceuticals,Micro Cap,5.3,49.25,,,,,,,,,,
3083,TTWO,"Take-Two Interactive Software, Inc.",14736235929.42,Technology,Computer Software: Prepackaged Software,Large Cap,123.07,32.12,18.93,-6.23,122.72,41.48,24.3,61.37,57.77,-18.75,10.43,22.09
3084,TLND,Talend S.A.,1222045905.8,Technology,Computer Software: Prepackaged Software,Small Cap,38.65,41.99,,,,,,,,,,
3085,TNDM,"Tandem Diabetes Care, Inc.",4053179335.99,Health Care,Medical/Dental Instruments,Mid Cap,68.85,57.1,,,,,,,,,,
3086,TLF,"Tandy Leather Factory, Inc.",46853595.4656,Consumer Non-Durables,Apparel,Micro Cap,5.56,45.57,0.53,-26.71,-4.32,10.35,-18.35,-5.29,76.81,18.58,3.39,40.61
3087,TANH,Tantech Holdings Ltd.,46165187.2,Basic Industries,Major Chemicals,Micro Cap,1.49,39.37,,,,,,,,,,
3088,TAOP,Taoping Inc.,33403954.3837,Technology,Computer Software: Prepackaged Software,Micro Cap,0.74,54.98,-53.33,-18.92,105.56,-57.14,-56.92,-46.06,694.51,-27.78,-87.91,-15.42
3089,TEDU,"Tarena International, Inc.",101344745.46,Consumer Services,Other Consumer Services,Micro Cap,2.8,99.89,,,,,,,,,,
3090,TH,Target Hospitality Corp.,550823734.72,Consumer Services,Hotels/Resorts,Small Cap,5.17,45.61,-50.4,366.02,0.0,-9.12,6.25,86.66,-76.3,1669.01,-18.52,21.5
3092,TRNX,"Taronis Technologies, Inc.",32580699.01,Technology,Industrial Machinery/Components,Micro Cap,1.0,180.99,-96.36,-94.79,-92.89,-72.05,136.76,54.55,-71.61,-32.61,64.29,75.0
3093,TATT,TAT Technologies Ltd.,47850153.87,Capital Goods,Aerospace,Micro Cap,5.17,35.35,-17.89,-41.43,27.1,44.84,10.78,-8.59,42.65,47.7,-25.28,-35.34
3094,TAYD,"Taylor Devices, Inc.",42790051.8,Capital Goods,Industrial Machinery/Components,Micro Cap,12.28,27.51,-13.71,-9.24,-11.71,-7.88,60.98,26.08,-5.47,11.4,54.09,8.68
3095,TCF,TCF Financial Corporation,7067450907.44,Finance,Major Banks,Mid Cap,42.89,28.31,33.12,-29.1,1.53,63.62,16.2,0.63,38.66,16.69,1.48,-1.51
3097,CGBD,"TCG BDC, Inc.",827959068.28,,,Small Cap,14.1,15.71,,,,,,,,,,
3098,TCRR,TCR2 Therapeutics Inc.,338399057.92,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Small Cap,15.27,,,,,,,,,,,
3099,AMTD,TD Ameritrade Holding Corporation,27314405492.29,Finance,Investment Bankers/Brokers/Service,Large Cap,47.76,42.98,4.07,-2.63,19.25,28.5,-1.28,18.64,88.58,12.42,-16.69,-1.73
3100,PETZ,"TDH Holdings, Inc.",19236857.8278,Consumer Non-Durables,Packaged Foods,Micro Cap,1.553,157.75,,,,,,,,,,
3101,TECD,Tech Data Corporation,5110605972.3,Technology,Retail: Computer Software & Peripheral Equipment,Mid Cap,144.09,36.06,75.53,-16.49,15.69,27.57,4.98,22.54,13.33,-7.85,12.24,-5.66
3102,TCCO,Technical Communications Corporation,9807135.9,Technology,Radio And Television Broadcasting And Communications Equipment,Micro Cap,4.72,164.85,90.57,-76.86,367.35,-19.14,-35.67,-38.11,69.11,-37.96,-41.12,324.99
3103,TTGT,"TechTarget, Inc.",719982505.77,Miscellaneous,Business Services,Small Cap,26.7,39.95,113.76,-12.28,63.19,6.23,-29.38,65.74,23.6,-4.97,-26.36,40.85
3104,TGLS,Tecnoglass Inc.,358238244.64,Consumer Durables,Electronic Components,Small Cap,7.87,31.43,,,,,,,,,,
3105,TGEN,Tecogen Inc.,52170848.1,Capital Goods,Industrial Machinery/Components,Micro Cap,2.11,54.92,,,,,,,,,,
3106,TECTP,"Tectonic Financial, Inc.",15600000.0,Finance,Major Banks,Micro Cap,10.263,,,,,,,,,,,
3107,TELA,"TELA Bio, Inc.",164330867.08,Health Care,Medical/Dental Instruments,Micro Cap,15.5,,,,,,,,,,,
3108,TNAV,"Telenav, Inc.",240402081.15,Capital Goods,Industrial Machinery/Components,Micro Cap,4.69,75.6,19.7,-26.18,-21.99,23.9,-14.69,1.21,-17.52,2.3,7.28,0.0
3109,TLGT,"Teligent, Inc.",21685566.9529,Health Care,Major Pharmaceuticals,Micro Cap,0.42,93.33,-68.61,-62.26,-45.08,-25.73,1.14,188.52,193.27,-9.57,-31.55,115.38
3110,TELL,Tellurian Inc.,2104783366.18,Energy,Oil & Gas Production,Mid Cap,6.78,63.51,4.75,-28.64,-13.42,1945.45,-92.45,-11.65,11.96,-5.15,-66.2,65.9
3111,TENB,"Tenable Holdings, Inc.",2619645381.44,Technology,Computer Software: Prepackaged Software,Mid Cap,26.56,44.18,,,,,,,,,,
3112,TENX,"Tenax Therapeutics, Inc.",8629580.8,Health Care,Biotechnology: Commercial Physical & Biological Resarch,Micro Cap,1.34,71.51,16.53,-87.65,-74.87,-40.55,-14.58,-14.67,-65.06,-54.97,-25.52,-67.89
3113,TZAC,Tenzing Acquisition Corp.,86369908.35,Finance,Business Services,Micro Cap,10.55,3.02,,,,,,,,,,
3116,TER,"Teradyne, Inc.",11779034354.01,Capital Goods,Electrical Products,Large Cap,69.49,34.36,118.93,-24.37,66.16,24.31,5.73,13.37,4.32,23.92,-2.92,30.85
3117,TERP,"TerraForm Power, Inc.",3925592004.88,Public Utilities,Electric Utilities: Central,Mid Cap,17.17,23.52,,,,,,,,,,
3118,TBNK,Territorial Bancorp Inc.,296240825.1,Finance,Savings Institutions,Micro Cap,30.0,17.82,25.24,-12.49,-2.31,22.35,32.71,-3.99,4.29,18.03,0.92,11.74
3119,TSLA,"Tesla, Inc. ",92015000009.0,Capital Goods,Auto Manufacturing,Large Cap,558.02,48.07,25.7,6.89,45.7,-10.97,7.91,47.85,344.14,18.59,7.25,0.0
3120,TESS,TESSCO Technologies Incorporated,96076676.28,Technology,Electronic Components,Micro Cap,12.09,48.42,-1.13,-37.46,63.93,-29.07,-29.79,-26.23,87.11,71.6,-10.15,51.75
3121,TTEK,"Tetra Tech, Inc.",4864320551.09,Consumer Services,Military/Government/Technical,Mid Cap,88.82,26.1,67.76,8.39,12.57,67.65,-1.39,-3.82,5.7,22.6,-13.85,-7.77
3122,TTPH,"Tetraphase Pharmaceuticals, Inc.",8806206.08,Health Care,Major Pharmaceuticals,Micro Cap,2.38,110.69,,,,,,,,,,
3123,TCBI,"Texas Capital Bancshares, Inc.",2741866770.48,Finance,Major Banks,Mid Cap,52.95,32.39,11.12,-42.53,13.39,58.64,-9.04,-12.65,38.78,46.42,43.44,52.87
3125,TCBIP,"Texas Capital Bancshares, Inc.",156000000.0,Finance,Major Banks,Micro Cap,26.0,5.58,,,,,,,,,,
3126,TXN,Texas Instruments Incorporated,123109925579.7,Technology,Semiconductors,Large Cap,126.31,24.86,39.56,-7.17,46.75,36.71,5.17,25.09,46.29,9.51,-8.88,27.08
3127,TXRH,"Texas Roadhouse, Inc.",4011857019.8,Consumer Services,Restaurants,Mid Cap,62.25,32.99,-3.62,15.11,11.63,37.16,7.95,24.12,68.86,15.16,-11.36,52.89
3128,TFFP,"TFF Pharmaceuticals, Inc.",95945158.4,Health Care,Major Pharmaceuticals,Micro Cap,5.02,,,,,,,,,,,
3129,TFSL,TFS Financial Corporation,5564174481.44,Finance,Savings Institutions,Mid Cap,19.87,13.81,29.24,13.93,-18.48,3.67,29.13,24.03,25.99,7.37,-0.67,-24.91
3130,TGTX,"TG Therapeutics, Inc.",1363991645.8,Health Care,Major Pharmaceuticals,Small Cap,13.16,69.08,170.73,-50.0,76.34,-61.02,-24.68,306.15,7.14,223.56,-97.78,0.0
3131,WTER,The Alkaline Water Company Inc.,40855737.96,Consumer Non-Durables,Food Distributors,Micro Cap,1.35,72.96,,,,,,,,,,
3132,ANDE,"The Andersons, Inc.",817934000.0,Consumer Services,Farming/Seeds/Milling,Small Cap,23.3,36.04,-13.2,-2.1,-29.0,43.83,-39.22,-9.62,109.98,-0.3,21.52,42.27
3133,TBBK,"The Bancorp, Inc.",689186409.31,Finance,Major Banks,Small Cap,11.62,33.57,62.94,-19.43,25.7,23.39,-41.51,-39.2,63.26,51.73,-28.91,48.25
3134,BPRN,The Bank of Princeton,210080033.5,,,Micro Cap,31.6,21.22,,,,,,,,,,
3135,CG,The Carlyle Group Inc.,11553448158.72,Finance,Investment Managers,Large Cap,32.91,26.83,,,,,,,,,,
3136,CAKE,The Cheesecake Factory Incorporated,1733576364.76,Consumer Services,Restaurants,Small Cap,38.48,27.57,-7.82,-7.44,-17.83,32.13,-7.03,5.65,49.45,12.25,-4.27,42.01
3137,CHEF,"The Chefs&#39; Warehouse, Inc.",1173295409.16,Consumer Non-Durables,Food Distributors,Small Cap,37.23,31.43,,,,,,,,,,
3138,TCFC,The Community Financial Corporation,189484188.66,Finance,Major Banks,Micro Cap,33.5,18.14,23.64,-22.8,33.63,40.87,5.92,-1.24,33.09,9.58,-4.57,41.37
3139,DSGX,The Descartes Systems Group Inc.,3888637303.04,Technology,Computer Software: Prepackaged Software,Mid Cap,45.31,23.5,61.45,-6.83,32.71,6.57,35.49,10.68,43.98,29.89,1.7,18.72
3140,DXYN,"The Dixie Group, Inc.",22415679.7,Consumer Durables,Home Furnishings,Micro Cap,1.31,114.51,60.56,-81.56,6.94,-31.17,-42.97,-30.53,302.44,11.56,-20.97,37.27
3141,ENSG,"The Ensign Group, Inc.",2535877833.65,Health Care,Hospital/Nursing Management,Mid Cap,44.81,32.68,25.56,75.67,0.79,-1.1,2.62,85.2,64.2,11.8,-0.68,63.58
3142,XONE,The ExOne Company,115714984.65,Capital Goods,Industrial Machinery/Components,Micro Cap,7.08,49.99,,,,,,,,,,
3143,FBMS,"The First Bancshares, Inc.",641038303.26,Finance,Major Banks,Small Cap,34.0,16.8,18.56,-11.04,25.01,51.18,27.59,4.57,50.63,25.64,-8.74,22.42
3144,FLIC,The First of Long Island Corporation,577747466.4,Finance,Major Banks,Small Cap,23.27,20.91,29.8,-28.66,1.86,46.47,9.53,1.39,55.8,11.28,-5.16,17.67
3145,GT,The Goodyear Tire & Rubber Company,3472173189.37,Consumer Durables,Automotive Aftermarket,Mid Cap,13.75,35.73,-20.86,-35.38,6.07,-4.52,15.62,20.86,73.12,-2.54,19.58,-15.96
3146,HABT,"The Habit Restaurants, Inc.",363539926.08,Consumer Services,Restaurants,Small Cap,13.92,48.24,,,,,,,,,,
3147,HCKT,"The Hackett Group, Inc.",510185598.455,Consumer Services,Professional Services,Small Cap,16.28,28.9,3.08,4.05,-9.27,11.79,86.54,43.44,47.49,17.28,6.55,26.26
3148,HAIN,"The Hain Celestial Group, Inc.",2689717939.36,Consumer Non-Durables,Packaged Foods,Mid Cap,24.66,36.68,63.68,-62.59,8.61,-3.37,-30.71,28.42,67.43,47.9,35.48,59.08
3149,CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",41708881.2,,,Micro Cap,6.57,17.53,47.15,-27.66,8.22,3.63,-23.75,17.04,20.79,22.16,-9.56,11.68
3150,INTG,The Intergroup Corporation,84423102.39,Consumer Services,Building operators,Micro Cap,36.63,29.92,16.38,34.98,-11.38,5.53,44.75,-4.76,-12.12,16.89,-16.71,113.33
3151,JYNT,The Joint Corp.,226661439.75,Miscellaneous,Multi-Sector Companies,Micro Cap,15.94,47.14,,,,,,,,,,
3152,KHC,The Kraft Heinz Company,37892614845.38,Consumer Non-Durables,Packaged Foods,Large Cap,30.35,42.6,,,,,,,,,,
3153,OLD,The Long-Term Care ETF,34774661.6133,,,Micro Cap,31.38,13.01,24.65,7.37,5.04,-78.94,-1.65,50.93,96.46,0.0,-7.3,114.37
3154,LOVE,The Lovesac Company,185366971.5,Consumer Services,Other Specialty Stores,Micro Cap,12.61,77.59,,,,,,,,,,
3155,MSG,The Madison Square Garden Company,7285478645.0,Consumer Services,Services-Misc. Amusement & Recreation,Mid Cap,294.62,20.16,,,,,,,,,,
3156,MEET,"The Meet Group, Inc.",413763111.06,Consumer Services,Advertising,Small Cap,5.6,54.39,8.21,64.18,-42.8,37.71,133.99,-16.39,-47.56,5.12,-71.62,457.14
3157,MIK,"The Michaels Companies, Inc.",939425126.4,Consumer Services,Recreational Products/Toys,Small Cap,5.66,74.15,,,,,,,,,,
3158,MIDD,The Middleby Corporation,6362442643.83,Technology,Industrial Machinery/Components,Mid Cap,112.85,25.03,6.61,-23.88,4.77,19.41,8.85,24.02,86.97,36.34,11.4,72.22
3159,SLIM,The Obesity ETF,12180000.0,,,Micro Cap,38.89,17.2,,,,,,,,,,
3160,STKS,"The ONE Group Hospitality, Inc.",114336889.92,Consumer Services,Restaurants,Micro Cap,4.04,44.15,,,,,,,,,,
3161,ORG,The Organics ETF,7131023.77,,,Micro Cap,22.395,15.8,-0.02,-28.39,42.28,25756.65,0.0,-18.1,-98.05,2108.18,-96.59,0.0
3162,PECK,"The Peck Company Holdings, Inc.",29224339.08,Public Utilities,Natural Gas Distribution,Micro Cap,4.07,182.01,,,,,,,,,,
3163,PNTG,"The Pennant Group, Inc.",755482924.36,Health Care,Medical/Nursing Services,Small Cap,26.96,,,,,,,,,,,
3164,PRSC,The Providence Service Corporation,843365256.44,Consumer Services,Transportation Services,Small Cap,64.46,29.56,-1.4,1.15,55.95,-18.9,28.76,41.68,51.38,23.47,-14.37,1.71
3165,REAL,"The RealReal, Inc.",1496199155.84,Consumer Services,Other Specialty Stores,Small Cap,15.26,,,,,,,,,,,
3166,RMR,The RMR Group Inc.,1412986724.8,Consumer Services,Professional Services,Small Cap,45.25,28.93,,,,,,,,,,
3167,SMPL,The Simply Good Foods Company,2401458522.76,Consumer Non-Durables,Packaged Foods,Mid Cap,24.235,31.96,,,,,,,,,,
3168,TSG,The Stars Group Inc.,7260281109.12,Technology,"Computer Software: Programming, Data Processing",Mid Cap,24.52,48.28,57.93,-29.1,64.66,12.39,-48.06,224.06,53.28,106.78,-10.94,0.0
3169,TTD,"The Trade Desk, Inc.",12680498722.95,Technology,"Computer Software: Programming, Data Processing",Large Cap,273.23,58.54,,,,,,,,,,
3170,YORW,The York Water Company,622022473.63,Public Utilities,Water Supply,Small Cap,48.78,20.07,46.4,-3.33,-9.61,56.24,10.27,13.97,22.5,2.68,5.27,23.16
3171,NCTY,The9 Limited,13630296.43,Miscellaneous,Business Services,Micro Cap,0.95,91.86,-11.65,-46.35,-48.8,-60.32,103.23,-28.57,-26.44,-58.57,2.3,-3.6
3172,TXMD,"TherapeuticsMD, Inc.",626419045.56,Health Care,Major Pharmaceuticals,Small Cap,2.51,75.49,-36.48,-36.92,4.68,-44.36,133.03,-14.59,68.06,106.67,-50.0,-97.69
3173,TRPX,Therapix Biosciences Ltd.,3641102.4,Health Care,Major Pharmaceuticals,Micro Cap,0.55,103.85,,,,,,,,,,
3174,THTX,Theratechnologies Inc.,217778153.13,Health Care,Major Pharmaceuticals,Micro Cap,2.76,60.56,-45.9,6.46,175.48,54.07,335.48,-31.11,40.62,-88.19,-50.99,30.12
3175,TBPH,"Theravance Biopharma, Inc.",1431545382.54,Health Care,Major Pharmaceuticals,Small Cap,26.14,41.44,,,,,,,,,,
3176,THMO,"ThermoGenesis Holdings, Inc.",13336488.69,Capital Goods,Medical Specialities,Micro Cap,5.33,,,,,,,,,,,
3177,TCRD,"THL Credit, Inc.",192919711.53,,,Micro Cap,6.4,16.39,17.59,-23.02,1.29,6.16,2.08,-21.02,22.15,33.77,2.05,0.0
3178,THBR,"Thunder Bridge Acquisition II, Ltd.",346035000.0,Finance,Business Services,Small Cap,9.95,,,,,,,,,,,
3179,THBRU,"Thunder Bridge Acquisition II, Ltd.",318000000.0,Finance,Business Services,Small Cap,10.63,,,,,,,,,,,
3180,THBRW,"Thunder Bridge Acquisition II, Ltd.",18112500.0,Finance,Business Services,Micro Cap,1.18,,,,,,,,,,,
3181,TIBR,Tiberius Acquisition Corporation,228131250.0,Finance,Specialty Insurers,Micro Cap,10.45,4.97,,,,,,,,,,
3184,TLRY,"Tilray, Inc.",2090462707.35,Consumer Durables,Specialty Chemicals,Mid Cap,18.56,68.27,,,,,,,,,,
3185,TSBK,"Timberland Bancorp, Inc.",223147145.06,Finance,Banks,Micro Cap,27.9,33.7,37.26,-14.59,30.85,70.38,19.8,12.06,40.58,75.7,9.42,-18.48
3186,TIPT,Tiptree Inc.,267514160.22,Finance,Property-Casualty Insurers,Micro Cap,7.14,28.66,49.03,-4.02,-1.4,1.95,-23.01,10.35,0.37,24.82,45.51,0.0
3187,TITN,Titan Machinery Inc.,310420651.11,Consumer Services,Other Specialty Stores,Small Cap,12.86,48.78,12.4,-37.88,45.3,33.3,-21.59,-21.77,-27.85,13.67,12.59,67.24
3188,TMDI,Titan Medical Inc.,19856687.31,Health Care,Medical/Dental Instruments,Micro Cap,0.47,124.67,-59.02,-86.44,25.0,-68.0,-37.5,37.93,-28.69,-7.58,-7.69,0.0
3189,TTNP,"Titan Pharmaceuticals, Inc.",19331517.196,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Micro Cap,0.31,158.29,-85.61,-83.46,-66.75,-9.91,74.7,-24.59,-44.55,-3.51,-4.2,-48.48
3190,TVTY,"Tivity Health, Inc.",1226728071.36,Health Care,Misc Health and Biotechnology Services,Small Cap,23.17,43.82,-17.98,-32.12,60.66,76.77,-35.26,29.51,43.46,55.98,-38.53,-39.15
3191,TIVO,TiVo Corporation,1077295690.8,Miscellaneous,Multi-Sector Companies,Small Cap,7.82,41.37,-6.14,-34.92,-22.27,25.45,-26.25,14.73,27.61,-37.23,-60.36,94.57
3192,TLSA,Tiziana Life Sciences plc,8138770.4736,Health Care,Major Pharmaceuticals,Micro Cap,2.72,113.98,,,,,,,,,,
3193,TKKS,TKK Symphony Acquisition Corporation,319846500.0,Finance,Business Services,Small Cap,10.29,81.9,,,,,,,,,,
3197,TMUS,"T-Mobile US, Inc.",70285469655.7,Public Utilities,Telecommunications Equipment,Large Cap,80.72,19.9,23.28,0.16,10.43,47.01,47.96,-19.92,104.23,14.52,-31.27,65.53
3198,TMSR,TMSR Holding Company Limited,31232491.5,Finance,Business Services,Micro Cap,1.63,151.81,,,,,,,,,,
3199,TOCA,Tocagen Inc.,14412745.6901,Health Care,Major Pharmaceuticals,Micro Cap,0.54,182.58,,,,,,,,,,
